state,party,year,stattype,value
Nordrhein-Westfalen,Zentrum,1975,%,
Nordrhein-Westfalen,REP,1975,%,
Nordrhein-Westfalen,Sonstige,1975,%,0.002
Nordrhein-Westfalen,Wahlbeteiligung,1980,%,0.8
Nordrhein-Westfalen,CDU,1980,%,0.43200000000000005
Nordrhein-Westfalen,SPD,1980,%,0.484
Nordrhein-Westfalen,FDP,1980,%,0.049800000000000004
Nordrhein-Westfalen,GRÜNE,1980,%,0.03
Nordrhein-Westfalen,DIE LINKE¹,1980,%,
Nordrhein-Westfalen,PIRATEN,1980,%,
Nordrhein-Westfalen,AfD,1980,%,
Nordrhein-Westfalen,NPD,1980,%,
Nordrhein-Westfalen,KPD/DKP²,1980,%,0.003
Nordrhein-Westfalen,Zentrum,1980,%,
Nordrhein-Westfalen,REP,1980,%,
Nordrhein-Westfalen,Sonstige,1980,%,0.001
Nordrhein-Westfalen,Wahlbeteiligung,1985,%,0.752
Nordrhein-Westfalen,CDU,1985,%,0.365
Nordrhein-Westfalen,SPD,1985,%,0.521
Nordrhein-Westfalen,FDP,1985,%,0.06
Nordrhein-Westfalen,GRÜNE,1985,%,0.046
Nordrhein-Westfalen,DIE LINKE¹,1985,%,
Nordrhein-Westfalen,PIRATEN,1985,%,
Nordrhein-Westfalen,AfD,1985,%,
Nordrhein-Westfalen,NPD,1985,%,
Nordrhein-Westfalen,KPD/DKP²,1985,%,
Nordrhein-Westfalen,Zentrum,1985,%,
Nordrhein-Westfalen,REP,1985,%,
Nordrhein-Westfalen,Sonstige,1985,%,0.008
Nordrhein-Westfalen,Wahlbeteiligung,1990,%,0.718
Nordrhein-Westfalen,CDU,1990,%,0.36700000000000005
Nordrhein-Westfalen,SPD,1990,%,0.5
Nordrhein-Westfalen,FDP,1990,%,0.057999999999999996
Nordrhein-Westfalen,GRÜNE,1990,%,0.05
Nordrhein-Westfalen,DIE LINKE¹,1990,%,
Nordrhein-Westfalen,PIRATEN,1990,%,
Nordrhein-Westfalen,AfD,1990,%,
Nordrhein-Westfalen,NPD,1990,%,
Nordrhein-Westfalen,KPD/DKP²,1990,%,
Nordrhein-Westfalen,Zentrum,1990,%,
Nordrhein-Westfalen,REP,1990,%,0.018000000000000002
Nordrhein-Westfalen,Sonstige,1990,%,0.006999999999999999
Nordrhein-Westfalen,Wahlbeteiligung,1995,%,0.64
Nordrhein-Westfalen,CDU,1995,%,0.377
Nordrhein-Westfalen,SPD,1995,%,0.46
Nordrhein-Westfalen,FDP,1995,%,0.04
Nordrhein-Westfalen,GRÜNE,1995,%,0.1
Nordrhein-Westfalen,DIE LINKE¹,1995,%,
Nordrhein-Westfalen,PIRATEN,1995,%,
Nordrhein-Westfalen,AfD,1995,%,
Nordrhein-Westfalen,NPD,1995,%,
Nordrhein-Westfalen,KPD/DKP²,1995,%,
Nordrhein-Westfalen,Zentrum,1995,%,0.001
Nordrhein-Westfalen,REP,1995,%,0.008
Nordrhein-Westfalen,Sonstige,1995,%,0.013999999999999999
Nordrhein-Westfalen,Wahlbeteiligung,2000,%,0.5670000000000001
Nordrhein-Westfalen,CDU,2000,%,0.37
Nordrhein-Westfalen,SPD,2000,%,0.428
Nordrhein-Westfalen,FDP,2000,%,0.098
Nordrhein-Westfalen,GRÜNE,2000,%,0.071
Nordrhein-Westfalen,DIE LINKE¹,2000,%,0.011000000000000001
Nordrhein-Westfalen,PIRATEN,2000,%,
Nordrhein-Westfalen,AfD,2000,%,
Nordrhein-Westfalen,NPD,2000,%,0.0
Nordrhein-Westfalen,KPD/DKP²,2000,%,
Nordrhein-Westfalen,Zentrum,2000,%,
Nordrhein-Westfalen,REP,2000,%,0.011000000000000001
Nordrhein-Westfalen,Sonstige,2000,%,0.01
Nordrhein-Westfalen,Wahlbeteiligung,2005,%,0.63
Nordrhein-Westfalen,CDU,2005,%,0.44799999999999995
Nordrhein-Westfalen,SPD,2005,%,0.371
Nordrhein-Westfalen,FDP,2005,%,0.062
Nordrhein-Westfalen,GRÜNE,2005,%,0.062
Nordrhein-Westfalen,DIE LINKE¹,2005,%,0.009000000000000001
Nordrhein-Westfalen,PIRATEN,2005,%,
Nordrhein-Westfalen,AfD,2005,%,
Nordrhein-Westfalen,NPD,2005,%,0.009000000000000001
Nordrhein-Westfalen,KPD/DKP²,2005,%,
Nordrhein-Westfalen,Zentrum,2005,%,0.0
Nordrhein-Westfalen,REP,2005,%,0.008
Nordrhein-Westfalen,Sonstige,2005,%,0.031
Nordrhein-Westfalen,Wahlbeteiligung,2010,%,0.593
Nordrhein-Westfalen,CDU,2010,%,0.34600000000000003
Nordrhein-Westfalen,SPD,2010,%,0.345
Nordrhein-Westfalen,FDP,2010,%,0.067
Nordrhein-Westfalen,GRÜNE,2010,%,0.121
Nordrhein-Westfalen,DIE LINKE¹,2010,%,0.055999999999999994
Nordrhein-Westfalen,PIRATEN,2010,%,0.016
Nordrhein-Westfalen,AfD,2010,%,
Nordrhein-Westfalen,NPD,2010,%,0.006999999999999999
Nordrhein-Westfalen,KPD/DKP²,2010,%,
Nordrhein-Westfalen,Zentrum,2010,%,0.001
Nordrhein-Westfalen,REP,2010,%,0.003
Nordrhein-Westfalen,Sonstige,2010,%,0.038
Nordrhein-Westfalen,Wahlbeteiligung,2012,%,0.596
Nordrhein-Westfalen,CDU,2012,%,0.263
Nordrhein-Westfalen,SPD,2012,%,0.391
Nordrhein-Westfalen,FDP,2012,%,0.086
Nordrhein-Westfalen,GRÜNE,2012,%,0.113
Nordrhein-Westfalen,DIE LINKE¹,2012,%,0.025
Nordrhein-Westfalen,PIRATEN,2012,%,0.078
Nordrhein-Westfalen,AfD,2012,%,
Nordrhein-Westfalen,NPD,2012,%,0.005
Nordrhein-Westfalen,KPD/DKP²,2012,%,
Nordrhein-Westfalen,Zentrum,2012,%,
Nordrhein-Westfalen,REP,2012,%,
Nordrhein-Westfalen,Sonstige,2012,%,0.038
Nordrhein-Westfalen,Wahlbeteiligung,2017,%,0.652
Nordrhein-Westfalen,CDU,2017,%,0.33
Nordrhein-Westfalen,SPD,2017,%,0.312
Nordrhein-Westfalen,FDP,2017,%,0.126
Nordrhein-Westfalen,GRÜNE,2017,%,0.064
Nordrhein-Westfalen,DIE LINKE¹,2017,%,0.049
Nordrhein-Westfalen,PIRATEN,2017,%,0.01
Nordrhein-Westfalen,AfD,2017,%,0.07400000000000001
Nordrhein-Westfalen,NPD,2017,%,0.003
Nordrhein-Westfalen,KPD/DKP²,2017,%,0.0
Nordrhein-Westfalen,Zentrum,2017,%,0.0
Nordrhein-Westfalen,REP,2017,%,0.001
Nordrhein-Westfalen,Sonstige,2017,%,0.032
Nordrhein-Westfalen,Wahlbeteiligung,2022,%,0.555
Nordrhein-Westfalen,CDU,2022,%,0.35700000000000004
Nordrhein-Westfalen,SPD,2022,%,0.267
Nordrhein-Westfalen,FDP,2022,%,0.059000000000000004
Nordrhein-Westfalen,GRÜNE,2022,%,0.182
Nordrhein-Westfalen,DIE LINKE¹,2022,%,0.021
Nordrhein-Westfalen,PIRATEN,2022,%,0.003
Nordrhein-Westfalen,AfD,2022,%,0.054000000000000006
Nordrhein-Westfalen,NPD,2022,%,
Nordrhein-Westfalen,KPD/DKP²,2022,%,0.0
Nordrhein-Westfalen,Zentrum,2022,%,0.001
Nordrhein-Westfalen,REP,2022,%,
Nordrhein-Westfalen,Sonstige,2022,%,0.057
Thüringen,Wahlbeteiligung,1990,%,0.7170000000000001
Thüringen,CDU,1990,%,0.45399999999999996
Thüringen,SPD,1990,%,0.228
Thüringen,DIE LINKE,1990,%,0.09699999999999999
Thüringen,B‘90/GRÜNE,1990,%,0.065
Thüringen,FDP,1990,%,0.09300000000000001
Thüringen,AfD,1990,%,
Thüringen,BSW,1990,%,
Thüringen,Freie Wähler Thüringen,1990,%,
Thüringen,NPD,1990,%,
Thüringen,DVU,1990,%,
Thüringen,REP,1990,%,0.008
Thüringen,Neues Forum,1990,%,
Thüringen,DSU,1990,%,0.033
Thüringen,PIRATEN,1990,%,
Thüringen,Sonstige,1990,%,0.023
Thüringen,Wahlbeteiligung,1994,%,0.748
Thüringen,CDU,1994,%,0.426
Thüringen,SPD,1994,%,0.29600000000000004
Thüringen,DIE LINKE,1994,%,0.166
Thüringen,B‘90/GRÜNE,1994,%,0.045
Thüringen,FDP,1994,%,0.032
Thüringen,AfD,1994,%,
Thüringen,BSW,1994,%,
Thüringen,Freie Wähler Thüringen,1994,%,
Thüringen,NPD,1994,%,
Thüringen,DVU,1994,%,
Thüringen,REP,1994,%,0.013000000000000001
Thüringen,Neues Forum,1994,%,0.011000000000000001
Thüringen,DSU,1994,%,0.002
Thüringen,PIRATEN,1994,%,
Thüringen,Sonstige,1994,%,0.01
Thüringen,Wahlbeteiligung,1999,%,0.599
Thüringen,CDU,1999,%,0.51
Thüringen,SPD,1999,%,0.185
Thüringen,DIE LINKE,1999,%,0.214
Thüringen,B‘90/GRÜNE,1999,%,0.019
Thüringen,FDP,1999,%,0.011000000000000001
Thüringen,AfD,1999,%,
Thüringen,BSW,1999,%,
Thüringen,Freie Wähler Thüringen,1999,%,
Thüringen,NPD,1999,%,
Thüringen,DVU,1999,%,0.031
Thüringen,REP,1999,%,0.008
Thüringen,Neues Forum,1999,%,0.003
Thüringen,DSU,1999,%,0.002
Thüringen,PIRATEN,1999,%,
Thüringen,Sonstige,1999,%,0.018000000000000002
Thüringen,Wahlbeteiligung,2004,%,0.5379999999999999
Thüringen,CDU,2004,%,0.43
Thüringen,SPD,2004,%,0.145
Thüringen,DIE LINKE,2004,%,0.261
Thüringen,B‘90/GRÜNE,2004,%,0.045
Thüringen,FDP,2004,%,0.036000000000000004
Thüringen,AfD,2004,%,
Thüringen,BSW,2004,%,
Thüringen,Freie Wähler Thüringen,2004,%,0.026000000000000002
Thüringen,NPD,2004,%,0.016
Thüringen,DVU,2004,%,
Thüringen,REP,2004,%,0.02
Thüringen,Neues Forum,2004,%,
Thüringen,DSU,2004,%,
Thüringen,PIRATEN,2004,%,
Thüringen,Sonstige,2004,%,0.022000000000000002
Thüringen,Wahlbeteiligung,2009,%,0.562
Thüringen,CDU,2009,%,0.312
Thüringen,SPD,2009,%,0.185
Thüringen,DIE LINKE,2009,%,0.27399999999999997
Thüringen,B‘90/GRÜNE,2009,%,0.062
Thüringen,FDP,2009,%,0.076
Thüringen,AfD,2009,%,
Thüringen,BSW,2009,%,
Thüringen,Freie Wähler Thüringen,2009,%,0.039
Thüringen,NPD,2009,%,0.043
Thüringen,DVU,2009,%,
Thüringen,REP,2009,%,0.004
Thüringen,Neues Forum,2009,%,
Thüringen,DSU,2009,%,
Thüringen,PIRATEN,2009,%,
Thüringen,Sonstige,2009,%,0.004
Thüringen,Wahlbeteiligung,2014,%,0.527
Thüringen,CDU,2014,%,0.335
Thüringen,SPD,2014,%,0.124
Thüringen,DIE LINKE,2014,%,0.282
Thüringen,B‘90/GRÜNE,2014,%,0.057
Thüringen,FDP,2014,%,0.025
Thüringen,AfD,2014,%,0.106
Thüringen,BSW,2014,%,
Thüringen,Freie Wähler Thüringen,2014,%,0.017
Thüringen,NPD,2014,%,0.036000000000000004
Thüringen,DVU,2014,%,
Thüringen,REP,2014,%,0.002
Thüringen,Neues Forum,2014,%,
Thüringen,DSU,2014,%,
Thüringen,PIRATEN,2014,%,0.01
Thüringen,Sonstige,2014,%,0.006999999999999999
Thüringen,Wahlbeteiligung,2019,%,0.649
Thüringen,CDU,2019,%,0.218
Thüringen,SPD,2019,%,0.08199999999999999
Thüringen,DIE LINKE,2019,%,0.31
Thüringen,B‘90/GRÜNE,2019,%,0.052000000000000005
Thüringen,FDP,2019,%,0.05
Thüringen,AfD,2019,%,0.23399999999999999
Thüringen,BSW,2019,%,
Thüringen,Freie Wähler Thüringen,2019,%,
Thüringen,NPD,2019,%,0.005
Thüringen,DVU,2019,%,
Thüringen,REP,2019,%,
Thüringen,Neues Forum,2019,%,
Thüringen,DSU,2019,%,
Thüringen,PIRATEN,2019,%,0.004
Thüringen,Sonstige,2019,%,0.045
Thüringen,Wahlbeteiligung,2024*,%,0.736
Thüringen,CDU,2024*,%,0.23600000000000002
Thüringen,SPD,2024*,%,0.061
Thüringen,DIE LINKE,2024*,%,0.131
Thüringen,B‘90/GRÜNE,2024*,%,0.032
Thüringen,FDP,2024*,%,0.011000000000000001
Thüringen,AfD,2024*,%,0.32799999999999996
Thüringen,BSW,2024*,%,0.158
Thüringen,Freie Wähler Thüringen,2024*,%,0.013000000000000001
Thüringen,NPD,2024*,%,
Thüringen,DVU,2024*,%,
Thüringen,REP,2024*,%,
Thüringen,Neues Forum,2024*,%,
Thüringen,DSU,2024*,%,
Thüringen,PIRATEN,2024*,%,0.003
Thüringen,Sonstige,2024*,%,0.026000000000000002
Schleswig-Holstein,CDU,1947,%,0.341
Schleswig-Holstein,SPD,1947,%,0.43799999999999994
Schleswig-Holstein,FDP,1947,%,0.05
Schleswig-Holstein,SSV/SSW4,1947,%,0.09300000000000001
Schleswig-Holstein,GRÜNE,1947,%,
Schleswig-Holstein,DIE LINKE5,1947,%,
Schleswig-Holstein,DRP/NPD²,1947,%,0.03
Schleswig-Holstein,PIRATEN,1947,%,
Schleswig-Holstein,AfD,1947,%,
Schleswig-Holstein,GB/BHE,1947,%,
Schleswig-Holstein,DP³,1947,%,
Schleswig-Holstein,KPD/DKP¹,1947,%,0.047
Schleswig-Holstein,REP,1947,%,
Schleswig-Holstein,DVU,1947,%,
Schleswig-Holstein,Sonstige,1947,%,0.002
Schleswig-Holstein,CDU,1950,%,0.198
Schleswig-Holstein,SPD,1950,%,0.275
Schleswig-Holstein,FDP,1950,%,0.071
Schleswig-Holstein,SSV/SSW4,1950,%,0.055
Schleswig-Holstein,GRÜNE,1950,%,
Schleswig-Holstein,DIE LINKE5,1950,%,
Schleswig-Holstein,DRP/NPD²,1950,%,0.027999999999999997
Schleswig-Holstein,PIRATEN,1950,%,
Schleswig-Holstein,AfD,1950,%,
Schleswig-Holstein,GB/BHE,1950,%,0.23399999999999999
Schleswig-Holstein,DP³,1950,%,0.096
Schleswig-Holstein,KPD/DKP¹,1950,%,0.022000000000000002
Schleswig-Holstein,REP,1950,%,
Schleswig-Holstein,DVU,1950,%,
Schleswig-Holstein,Sonstige,1950,%,0.021
Schleswig-Holstein,CDU,1954,%,0.322
Schleswig-Holstein,SPD,1954,%,0.332
Schleswig-Holstein,FDP,1954,%,0.075
Schleswig-Holstein,SSV/SSW4,1954,%,0.035
Schleswig-Holstein,GRÜNE,1954,%,
Schleswig-Holstein,DIE LINKE5,1954,%,
Schleswig-Holstein,DRP/NPD²,1954,%,0.015
Schleswig-Holstein,PIRATEN,1954,%,
Schleswig-Holstein,AfD,1954,%,
Schleswig-Holstein,GB/BHE,1954,%,0.14
Schleswig-Holstein,DP³,1954,%,0.051
Schleswig-Holstein,KPD/DKP¹,1954,%,0.021
Schleswig-Holstein,REP,1954,%,
Schleswig-Holstein,DVU,1954,%,
Schleswig-Holstein,Sonstige,1954,%,0.009000000000000001
Schleswig-Holstein,CDU,1958,%,0.444
Schleswig-Holstein,SPD,1958,%,0.359
Schleswig-Holstein,FDP,1958,%,0.054000000000000006
Schleswig-Holstein,SSV/SSW4,1958,%,0.027999999999999997
Schleswig-Holstein,GRÜNE,1958,%,
Schleswig-Holstein,DIE LINKE5,1958,%,
Schleswig-Holstein,DRP/NPD²,1958,%,0.011000000000000001
Schleswig-Holstein,PIRATEN,1958,%,
Schleswig-Holstein,AfD,1958,%,
Schleswig-Holstein,GB/BHE,1958,%,0.069
Schleswig-Holstein,DP³,1958,%,0.027999999999999997
Schleswig-Holstein,KPD/DKP¹,1958,%,
Schleswig-Holstein,REP,1958,%,
Schleswig-Holstein,DVU,1958,%,
Schleswig-Holstein,Sonstige,1958,%,0.006999999999999999
Schleswig-Holstein,CDU,1962,%,0.45
Schleswig-Holstein,SPD,1962,%,0.392
Schleswig-Holstein,FDP,1962,%,0.079
Schleswig-Holstein,SSV/SSW4,1962,%,0.023
Schleswig-Holstein,GRÜNE,1962,%,
Schleswig-Holstein,DIE LINKE5,1962,%,
Schleswig-Holstein,DRP/NPD²,1962,%,
Schleswig-Holstein,PIRATEN,1962,%,
Schleswig-Holstein,AfD,1962,%,
Schleswig-Holstein,GB/BHE,1962,%,0.042
Schleswig-Holstein,DP³,1962,%,
Schleswig-Holstein,KPD/DKP¹,1962,%,
Schleswig-Holstein,REP,1962,%,
Schleswig-Holstein,DVU,1962,%,
Schleswig-Holstein,Sonstige,1962,%,0.013999999999999999
Schleswig-Holstein,CDU,1967,%,0.46
Schleswig-Holstein,SPD,1967,%,0.39399999999999996
Schleswig-Holstein,FDP,1967,%,0.059000000000000004
Schleswig-Holstein,SSV/SSW4,1967,%,0.019
Schleswig-Holstein,GRÜNE,1967,%,
Schleswig-Holstein,DIE LINKE5,1967,%,
Schleswig-Holstein,DRP/NPD²,1967,%,0.057999999999999996
Schleswig-Holstein,PIRATEN,1967,%,
Schleswig-Holstein,AfD,1967,%,
Schleswig-Holstein,GB/BHE,1967,%,
Schleswig-Holstein,DP³,1967,%,
Schleswig-Holstein,KPD/DKP¹,1967,%,
Schleswig-Holstein,REP,1967,%,
Schleswig-Holstein,DVU,1967,%,
Schleswig-Holstein,Sonstige,1967,%,0.01
Schleswig-Holstein,CDU,1971,%,0.519
Schleswig-Holstein,SPD,1971,%,0.41
Schleswig-Holstein,FDP,1971,%,0.038
Schleswig-Holstein,SSV/SSW4,1971,%,0.013999999999999999
Schleswig-Holstein,GRÜNE,1971,%,
Schleswig-Holstein,DIE LINKE5,1971,%,
Schleswig-Holstein,DRP/NPD²,1971,%,0.013000000000000001
Schleswig-Holstein,PIRATEN,1971,%,
Schleswig-Holstein,AfD,1971,%,
Schleswig-Holstein,GB/BHE,1971,%,
Schleswig-Holstein,DP³,1971,%,
Schleswig-Holstein,KPD/DKP¹,1971,%,0.004
Schleswig-Holstein,REP,1971,%,
Schleswig-Holstein,DVU,1971,%,
Schleswig-Holstein,Sonstige,1971,%,0.002
Schleswig-Holstein,CDU,1975,%,0.504
Schleswig-Holstein,SPD,1975,%,0.401
Schleswig-Holstein,FDP,1975,%,0.071
Schleswig-Holstein,SSV/SSW4,1975,%,0.013999999999999999
Schleswig-Holstein,GRÜNE,1975,%,
Schleswig-Holstein,DIE LINKE5,1975,%,
Schleswig-Holstein,DRP/NPD²,1975,%,0.005
Schleswig-Holstein,PIRATEN,1975,%,
Schleswig-Holstein,AfD,1975,%,
Schleswig-Holstein,GB/BHE,1975,%,
Schleswig-Holstein,DP³,1975,%,
Schleswig-Holstein,KPD/DKP¹,1975,%,0.004
Schleswig-Holstein,REP,1975,%,
Schleswig-Holstein,DVU,1975,%,
Schleswig-Holstein,Sonstige,1975,%,
Schleswig-Holstein,CDU,1979,%,0.483
Schleswig-Holstein,SPD,1979,%,0.41700000000000004
Schleswig-Holstein,FDP,1979,%,0.057
Schleswig-Holstein,SSV/SSW4,1979,%,0.013999999999999999
Schleswig-Holstein,GRÜNE,1979,%,0.024
Schleswig-Holstein,DIE LINKE5,1979,%,
Schleswig-Holstein,DRP/NPD²,1979,%,0.002
Schleswig-Holstein,PIRATEN,1979,%,
Schleswig-Holstein,AfD,1979,%,
Schleswig-Holstein,GB/BHE,1979,%,
Schleswig-Holstein,DP³,1979,%,
Schleswig-Holstein,KPD/DKP¹,1979,%,0.002
Schleswig-Holstein,REP,1979,%,
Schleswig-Holstein,DVU,1979,%,
Schleswig-Holstein,Sonstige,1979,%,
Schleswig-Holstein,CDU,1983,%,0.49
Schleswig-Holstein,SPD,1983,%,0.43700000000000006
Schleswig-Holstein,FDP,1983,%,0.022000000000000002
Schleswig-Holstein,SSV/SSW4,1983,%,0.013000000000000001
Schleswig-Holstein,GRÜNE,1983,%,0.036000000000000004
Schleswig-Holstein,DIE LINKE5,1983,%,
Schleswig-Holstein,DRP/NPD²,1983,%,
Schleswig-Holstein,PIRATEN,1983,%,
Schleswig-Holstein,AfD,1983,%,
Schleswig-Holstein,GB/BHE,1983,%,
Schleswig-Holstein,DP³,1983,%,
Schleswig-Holstein,KPD/DKP¹,1983,%,0.001
Schleswig-Holstein,REP,1983,%,
Schleswig-Holstein,DVU,1983,%,
Schleswig-Holstein,Sonstige,1983,%,0.001
Schleswig-Holstein,CDU,1987,%,0.426
Schleswig-Holstein,SPD,1987,%,0.452
Schleswig-Holstein,FDP,1987,%,0.052000000000000005
Schleswig-Holstein,SSV/SSW4,1987,%,0.015
Schleswig-Holstein,GRÜNE,1987,%,0.039
Schleswig-Holstein,DIE LINKE5,1987,%,
Schleswig-Holstein,DRP/NPD²,1987,%,
Schleswig-Holstein,PIRATEN,1987,%,
Schleswig-Holstein,AfD,1987,%,
Schleswig-Holstein,GB/BHE,1987,%,
Schleswig-Holstein,DP³,1987,%,
Schleswig-Holstein,KPD/DKP¹,1987,%,
Schleswig-Holstein,REP,1987,%,
Schleswig-Holstein,DVU,1987,%,
Schleswig-Holstein,Sonstige,1987,%,0.016
Schleswig-Holstein,CDU,1988,%,0.33299999999999996
Schleswig-Holstein,SPD,1988,%,0.5479999999999999
Schleswig-Holstein,FDP,1988,%,0.044000000000000004
Schleswig-Holstein,SSV/SSW4,1988,%,0.017
Schleswig-Holstein,GRÜNE,1988,%,0.028999999999999998
Schleswig-Holstein,DIE LINKE5,1988,%,
Schleswig-Holstein,DRP/NPD²,1988,%,0.012
Schleswig-Holstein,PIRATEN,1988,%,
Schleswig-Holstein,AfD,1988,%,
Schleswig-Holstein,GB/BHE,1988,%,
Schleswig-Holstein,DP³,1988,%,
Schleswig-Holstein,KPD/DKP¹,1988,%,0.001
Schleswig-Holstein,REP,1988,%,0.006
Schleswig-Holstein,DVU,1988,%,
Schleswig-Holstein,Sonstige,1988,%,0.01
Schleswig-Holstein,CDU,1992,%,0.33799999999999997
Schleswig-Holstein,SPD,1992,%,0.462
Schleswig-Holstein,FDP,1992,%,0.055999999999999994
Schleswig-Holstein,SSV/SSW4,1992,%,0.019
Schleswig-Holstein,GRÜNE,1992,%,0.049699999999999994
Schleswig-Holstein,DIE LINKE5,1992,%,
Schleswig-Holstein,DRP/NPD²,1992,%,
Schleswig-Holstein,PIRATEN,1992,%,
Schleswig-Holstein,AfD,1992,%,
Schleswig-Holstein,GB/BHE,1992,%,
Schleswig-Holstein,DP³,1992,%,
Schleswig-Holstein,KPD/DKP¹,1992,%,
Schleswig-Holstein,REP,1992,%,0.012
Schleswig-Holstein,DVU,1992,%,0.063
Schleswig-Holstein,Sonstige,1992,%,0.001
Schleswig-Holstein,CDU,1996,%,0.37200000000000005
Schleswig-Holstein,SPD,1996,%,0.39799999999999996
Schleswig-Holstein,FDP,1996,%,0.057
Schleswig-Holstein,SSV/SSW4,1996,%,0.025
Schleswig-Holstein,GRÜNE,1996,%,0.081
Schleswig-Holstein,DIE LINKE5,1996,%,
Schleswig-Holstein,DRP/NPD²,1996,%,
Schleswig-Holstein,PIRATEN,1996,%,
Schleswig-Holstein,AfD,1996,%,
Schleswig-Holstein,GB/BHE,1996,%,
Schleswig-Holstein,DP³,1996,%,
Schleswig-Holstein,KPD/DKP¹,1996,%,
Schleswig-Holstein,REP,1996,%,
Schleswig-Holstein,DVU,1996,%,0.043
Schleswig-Holstein,Sonstige,1996,%,0.024
Schleswig-Holstein,CDU,2000,%,0.35200000000000004
Schleswig-Holstein,SPD,2000,%,0.431
Schleswig-Holstein,FDP,2000,%,0.076
Schleswig-Holstein,SSV/SSW4,2000,%,0.040999999999999995
Schleswig-Holstein,GRÜNE,2000,%,0.062
Schleswig-Holstein,DIE LINKE5,2000,%,0.013999999999999999
Schleswig-Holstein,DRP/NPD²,2000,%,0.01
Schleswig-Holstein,PIRATEN,2000,%,
Schleswig-Holstein,AfD,2000,%,
Schleswig-Holstein,GB/BHE,2000,%,
Schleswig-Holstein,DP³,2000,%,
Schleswig-Holstein,KPD/DKP¹,2000,%,
Schleswig-Holstein,REP,2000,%,
Schleswig-Holstein,DVU,2000,%,
Schleswig-Holstein,Sonstige,2000,%,0.013000000000000001
Schleswig-Holstein,CDU,2005,%,0.402
Schleswig-Holstein,SPD,2005,%,0.387
Schleswig-Holstein,FDP,2005,%,0.066
Schleswig-Holstein,SSV/SSW4,2005,%,0.036000000000000004
Schleswig-Holstein,GRÜNE,2005,%,0.062
Schleswig-Holstein,DIE LINKE5,2005,%,0.008
Schleswig-Holstein,DRP/NPD²,2005,%,0.019
Schleswig-Holstein,PIRATEN,2005,%,
Schleswig-Holstein,AfD,2005,%,
Schleswig-Holstein,GB/BHE,2005,%,
Schleswig-Holstein,DP³,2005,%,
Schleswig-Holstein,KPD/DKP¹,2005,%,0.001
Schleswig-Holstein,REP,2005,%,
Schleswig-Holstein,DVU,2005,%,
Schleswig-Holstein,Sonstige,2005,%,0.019
Schleswig-Holstein,CDU,2009,%,0.315
Schleswig-Holstein,SPD,2009,%,0.254
Schleswig-Holstein,FDP,2009,%,0.149
Schleswig-Holstein,SSV/SSW4,2009,%,0.043
Schleswig-Holstein,GRÜNE,2009,%,0.124
Schleswig-Holstein,DIE LINKE5,2009,%,0.06
Schleswig-Holstein,DRP/NPD²,2009,%,0.009000000000000001
Schleswig-Holstein,PIRATEN,2009,%,0.018000000000000002
Schleswig-Holstein,AfD,2009,%,
Schleswig-Holstein,GB/BHE,2009,%,
Schleswig-Holstein,DP³,2009,%,
Schleswig-Holstein,KPD/DKP¹,2009,%,
Schleswig-Holstein,REP,2009,%,
Schleswig-Holstein,DVU,2009,%,
Schleswig-Holstein,Sonstige,2009,%,0.026000000000000002
Schleswig-Holstein,CDU,2012,%,0.308
Schleswig-Holstein,SPD,2012,%,0.304
Schleswig-Holstein,FDP,2012,%,0.08199999999999999
Schleswig-Holstein,SSV/SSW4,2012,%,0.046
Schleswig-Holstein,GRÜNE,2012,%,0.132
Schleswig-Holstein,DIE LINKE5,2012,%,0.023
Schleswig-Holstein,DRP/NPD²,2012,%,0.006999999999999999
Schleswig-Holstein,PIRATEN,2012,%,0.08199999999999999
Schleswig-Holstein,AfD,2012,%,
Schleswig-Holstein,GB/BHE,2012,%,
Schleswig-Holstein,DP³,2012,%,
Schleswig-Holstein,KPD/DKP¹,2012,%,
Schleswig-Holstein,REP,2012,%,
Schleswig-Holstein,DVU,2012,%,
Schleswig-Holstein,Sonstige,2012,%,0.017
Schleswig-Holstein,CDU,2017,%,0.32
Schleswig-Holstein,SPD,2017,%,0.272
Schleswig-Holstein,FDP,2017,%,0.115
Schleswig-Holstein,SSV/SSW4,2017,%,0.033
Schleswig-Holstein,GRÜNE,2017,%,0.129
Schleswig-Holstein,DIE LINKE5,2017,%,0.038
Schleswig-Holstein,DRP/NPD²,2017,%,
Schleswig-Holstein,PIRATEN,2017,%,0.012
Schleswig-Holstein,AfD,2017,%,0.059000000000000004
Schleswig-Holstein,GB/BHE,2017,%,
Schleswig-Holstein,DP³,2017,%,
Schleswig-Holstein,KPD/DKP¹,2017,%,
Schleswig-Holstein,REP,2017,%,
Schleswig-Holstein,DVU,2017,%,
Schleswig-Holstein,Sonstige,2017,%,0.023
Schleswig-Holstein,CDU,2022,%,0.434
Schleswig-Holstein,SPD,2022,%,0.16
Schleswig-Holstein,FDP,2022,%,0.064
Schleswig-Holstein,SSV/SSW4,2022,%,0.057
Schleswig-Holstein,GRÜNE,2022,%,0.183
Schleswig-Holstein,DIE LINKE5,2022,%,0.017
Schleswig-Holstein,DRP/NPD²,2022,%,
Schleswig-Holstein,PIRATEN,2022,%,0.003
Schleswig-Holstein,AfD,2022,%,0.044000000000000004
Schleswig-Holstein,GB/BHE,2022,%,
Schleswig-Holstein,DP³,2022,%,
Schleswig-Holstein,KPD/DKP¹,2022,%,
